State   County  Year    UFOSightingCount   Population_Density   Housing_Density
Indiana  putnam  2010  1  79.0  30.6
Connecticut  new london  2002  4  412.2  182.0
Washington  clark  1993  1  549.5  213.3
Colorado  boulder  2002  3  405.6  175.0
Virginia  fairfax  2010  2  2766.8  1043.6
Washington  king  2008  21  912.9  402.4
New York  suffolk  2000  10  1556.0  572.6
Tennessee  hamblen  1998  1  361.0  153.3
Iowa  lee  2010  1  69.3  31.3
South Carolina  greenville  2001  1  574.7  249.0
Iowa  johnson  2002  2  213.1  91.1
California  mendocino  2000  2  24.6  10.5
Nevada  pershing  2008  1  1.1  0.4
Hawaii  hawaii  2007  2  45.9  20.4
Illinois  lake  1999  4  1439.7  504.8
Pennsylvania  wyoming  2006  1  71.2  33.4
Indiana  warrick  2010  1  155.1  62.9
Arizona  santa cruz  2002  2  38.3  14.6
Oklahoma  woodward  2010  1  16.2  7.1
Texas  gonzales  1995  1  17.4  7.7
Minnesota  anoka  2007  3  782.1  299.5
Ohio  butler  2008  2  788.2  317.5
Minnesota  hubbard  2003  1  22.1  15.8
Wisconsin  pierce  2007  1  71.5  28.1
Texas  franklin  1999  1  33.1  18.0
Georgia  catoosa  2003  1  394.3  164.1
Indiana  madison  1999  1  295.0  125.9
Oklahoma  logan  2007  1  56.3  23.1
Indiana  pike  2001  1  38.4  17.2
Ohio  geauga  2008  2  233.4  91.4
Alabama  sumter  2008  1  15.2  7.5
New York  rensselaer  2005  2  244.4  109.6
Florida  santa rosa  2009  2  149.6  64.0
Mississippi  marion  2000  1  47.2  19.2
Minnesota  koochiching  2006  2  4.3  2.5
Alabama  montgomery  2004  1  292.5  129.6
Michigan  midland  2000  1  159.0  64.8
Nebraska  burt  2004  1  14.0  7.1
Pennsylvania  venango  2010  2  81.5  40.7
North Carolina  clay  2007  1  49.3  33.2
Florida  citrus  1997  1  202.3  106.5
North Carolina  macon  2009  1  65.8  49.0
Tennessee  maury  1999  1  113.4  46.8
Georgia  gwinnett  2007  6  1871.2  677.4
Wisconsin  manitowoc  1999  3  140.1  58.6
Ohio  vinton  2009  1  32.6  15.3
California  el dorado  2003  4  106.0  51.6
Virginia  arlington  2002  3  7993.5  4058.0
Montana  hill  2008  1  5.6  2.5
Minnesota  isanti  2009  1  86.8  35.2
Ohio  hardin  2003  1  68.1  27.8
Maryland  charles  1997  1  261.5  95.2
Oklahoma  wagoner  2010  3  130.1  52.9
Washington  grays harbor  2006  2  38.3  18.5
Georgia  walton  2002  1  257.2  99.6
Wisconsin  milwaukee  2010  4  3926.0  1731.8
Rhode Island  newport  1998  2  821.1  380.2
California  contra costa  1995  3  1317.9  492.5
New Hampshire  strafford  2002  2  333.7  140.1
Texas  montgomery  1997  1  281.4  108.0
Michigan  otsego  2001  1  46.9  28.6
Montana  gallatin  2006  2  34.4  16.2
Ohio  preble  1992  1  99.7  40.5
Arkansas  newton  1999  1  10.5  5.2
Iowa  delaware  2003  1  30.7  13.9
Georgia  bartow  2008  2  217.9  86.7
Mississippi  lamar  2007  1  112.0  48.4
Michigan  ogemaw  2009  1  38.5  28.5
Florida  broward  2005  17  1444.9  669.9
Washington  skagit  1997  2  59.3  24.6
Iowa  linn  2010  4  294.6  128.7
Wisconsin  columbia  2008  3  74.2  34.1
Ohio  trumbull  2000  1  365.2  154.3
Maryland  howard  2003  2  1144.9  435.8
Alabama  baldwin  2002  2  114.6  65.5
Oregon  clatsop  2010  1  44.7  26.0
New Mexico  sandoval  1995  4  24.2  9.4
Kentucky  fayette  1997  1  915.6  408.3
Texas  rusk  2001  1  57.7  22.9
Wisconsin  trempealeau  2002  1  39.3  17.2
Missouri  jackson  2003  5  1115.3  516.3
Kentucky  hardin  1993  1  150.0  60.0
Mississippi  monroe  2003  1  48.3  21.5
North Dakota  ward  2008  1  30.6  13.3
Florida  escambia  2002  5  453.4  208.2
Tennessee  shelby  2007  6  1215.5  521.9
Montana  lake  1995  2  17.7  9.1
Virginia  wise  2005  1  102.8  44.5
Pennsylvania  bradford  2003  1  54.6  26.1
Colorado  pueblo  2008  5  66.7  29.1
Kentucky  bullitt  2004  1  250.2  98.7
South Dakota  gregory  2008  1  4.2  2.5
Delaware  sussex  1999  2  167.1  99.3
Kansas  butler  2009  3  46.1  18.2
Texas  comal  2007  12  193.9  84.2
Hawaii  honolulu  1999  3  1460.8  526.9
Tennessee  madison  2000  2  164.9  68.6
Indiana  floyd  1998  2  478.5  196.5
Arizona  yuma  2002  2  35.5  15.9
Ohio  wayne  2007  1  206.4  82.6
Ohio  ross  2003  2  113.3  46.6
Rhode Island  bristol  2002  1  2064.0  862.8
New Hampshire  cheshire  2000  2  104.4  45.1
Ohio  shelby  2001  1  121.2  49.5
Pennsylvania  chester  1998  2  573.4  216.6
Oklahoma  mcclain  1998  1  48.7  19.6
Ohio  cuyahoga  2002  12  2800.0  1360.0
West Virginia  berkeley  2000  2  236.4  102.5
Florida  lee  1998  9  548.6  305.4
North Carolina  orange  2008  2  336.2  139.7
Michigan  kent  1998  5  670.8  261.6
California  shasta  1998  4  43.1  18.2
Minnesota  roseau  2001  1  9.3  4.5
New Mexico  chaves  1997  1  10.1  4.2
Wisconsin  monroe  2004  1  49.6  21.3
California  sacramento  2010  7  1470.8  576.3
New York  albany  2001  3  581.9  263.5
Idaho  ada  1996  3  285.2  112.3
Texas  jim wells  2003  1  47.2  18.7
California  madera  2000  2  57.6  18.9
Washington  whatcom  2003  6  95.5  43.0
Massachusetts  hampden  2010  5  751.0  311.4
South Carolina  dorchester  1997  1  167.8  64.8
Alabama  jackson  2008  3  49.4  23.0
Washington  clark  2002  7  676.2  266.2
Virginia  fairfax  2003  16  2766.8  1043.6
Massachusetts  essex  1996  1  1444.9  573.5
Vermont  bennington  2009  2  55.0  31.0
Iowa  humboldt  1999  1  23.9  10.7
New York  suffolk  1991  1  1556.0  572.6
Iowa  kossuth  1994  1  17.6  7.8
North Carolina  ashe  2007  1  64.0  40.7
California  butte  1996  1  123.9  52.2
Georgia  troup  2004  1  161.9  67.7
Oregon  coos  2002  1  39.5  19.2
New York  warren  2006  1  75.8  44.7
North Carolina  randolph  2002  1  181.1  78.0
Virginia  essex  2001  1  43.4  22.4
Minnesota  steele  2002  1  85.1  35.7
Washington  asotin  2002  2  34.0  15.5
Pennsylvania  lackawanna  2007  2  467.1  210.9
Illinois  lake  2004  3  1585.6  586.7
Texas  tarrant  1994  1  1675.0  655.3
Oklahoma  woodward  2005  1  16.2  7.1
Ohio  miami  2008  1  252.1  108.8
Minnesota  anoka  2008  7  782.1  299.5
Ohio  butler  2003  6  788.2  317.5
Alabama  winston  2008  1  39.9  22.0
Ohio  summit  2005  2  1312.6  593.8
Connecticut  windham  2007  3  230.9  95.7
Georgia  stephens  2007  1  146.1  70.7
Tennessee  montgomery  2009  2  319.6  130.0
Montana  big horn  2004  1  2.6  0.9
Minnesota  washington  2010  5  619.7  240.4
Georgia  catoosa  2008  1  394.3  164.1
Washington  okanogan  1991  1  7.5  3.6
Georgia  hall  2004  3  457.5  175.2
New Jersey  gloucester  2007  2  895.3  341.0
West Virginia  preston  1999  1  45.2  20.7
Minnesota  wabasha  2000  1  41.2  17.3
North Carolina  burke  2002  1  179.3  80.6
Oklahoma  pittsburg  1998  1  33.7  16.5
Texas  freestone  2008  3  22.6  10.6
Vermont  washington  2001  2  86.6  43.6
Iowa  pocahontas  2010  1  12.7  6.6
Florida  seminole  2004  10  1367.0  586.3
Tennessee  wilson  2002  1  199.7  79.8
North Carolina  brunswick  1995  2  85.6  60.2
Texas  galveston  2004  5  769.9  350.2
Texas  somervell  2003  2  45.5  19.7
New Jersey  somerset  2007  1  1071.7  408.0
Michigan  marquette  2007  3  37.1  19.0
Pennsylvania  lebanon  2005  1  369.1  153.6
Wisconsin  waukesha  2008  2  709.4  292.7
Illinois  madison  2002  1  376.3  163.7
North Carolina  surry  2007  1  138.4  63.3
Tennessee  sullivan  2003  5  379.4  178.4
Tennessee  washington  2009  2  376.7  175.4
Texas  matagorda  2005  2  33.4  17.1
Texas  bowie  2004  1  104.6  43.5
Kentucky  garrard  2006  2  73.5  32.4
Michigan  barry  2004  1  107.0  48.8
Kansas  atchison  2000  1  38.8  15.8
Texas  uvalde  2007  1  17.0  7.0
Pennsylvania  lancaster  2010  1  550.4  215.0
New York  oswego  2010  1  128.3  56.3
Michigan  otsego  2008  1  46.9  28.6
Illinois  mchenry  2000  2  430.9  153.9
New York  otsego  2004  3  62.2  30.7
Texas  mclennan  2007  3  226.5  91.7
North Carolina  rockingham  2010  1  165.6  77.3
Georgia  muscogee  1997  1  861.4  352.3
Alabama  etowah  2005  1  195.2  88.7
Mississippi  lamar  2008  1  112.0  48.4
Florida  broward  1996  4  1346.5  614.8
Iowa  linn  2003  3  294.6  128.7
Illinois  marshall  2002  1  32.7  15.3
Wisconsin  la crosse  2006  2  253.8  107.2
Kansas  marshall  2003  1  11.2  5.4
Tennessee  sumner  2009  3  303.4  124.6
Kentucky  marshall  2004  1  104.4  52.3
North Carolina  davidson  2005  2  294.7  131.5
Pennsylvania  forest  1999  1  11.6  20.3
Virginia  loudoun  2002  3  605.8  212.3
Indiana  hendricks  2005  1  357.4  136.3
Ohio  wyandot  1996  1  56.5  23.0
Washington  snohomish  2006  17  341.8  137.3
Kentucky  scott  2005  1  167.4  68.5
Alabama  baldwin  1997  3  88.0  46.5
Oregon  clatsop  2003  1  44.7  26.0
Tennessee  hawkins  1998  1  110.1  50.2
Missouri  jackson  2008  4  1115.3  516.3
Texas  rusk  2010  1  57.7  22.9
Florida  monroe  2003  2  74.3  53.7
Wisconsin  wood  2005  1  94.2  43.0
Oklahoma  ellis  2007  1  3.4  1.9
Kentucky  wolfe  2009  1  33.1  16.5
South Carolina  sumter  1994  1  157.3  62.7
Tennessee  rutherford  1995  1  294.1  114.1
Colorado  archuleta  2006  1  8.9  6.5
Tennessee  shelby  2008  13  1215.5  521.9
Indiana  elkhart  2009  1  426.5  167.9
Minnesota  otter tail  2006  1  29.1  18.0
California  lake  2001  3  51.5  28.2
Connecticut  middlesex  1998  1  419.9  182.2
Utah  washington  2009  1  56.9  23.8
South Carolina  greenwood  2000  1  145.5  62.0
Oregon  crook  2008  1  7.0  3.4
Texas  parker  2006  2  129.4  51.6
New Jersey  morris  2003  3  1069.8  412.5
Washington  thurston  1995  5  285.2  119.2
Colorado  pueblo  2003  5  66.7  29.1
Virginia  warren  2002  1  176.0  75.1
Missouri  camden  2010  3  67.1  62.8
New Jersey  ocean  1994  2  803.0  390.9
Iowa  polk  2002  3  750.5  317.6
Minnesota  crow wing  2004  1  62.6  40.2
Kansas  sedgwick  1995  1  453.2  191.3
Ohio  richland  1999  1  259.3  106.8
Arizona  pima  2003  14  106.7  48.0
Washington  cowlitz  2006  3  89.8  38.1
Maryland  cecil  2001  3  292.0  118.7
Iowa  black hawk  2007  5  231.7  98.8
Florida  indian river  1996  1  224.4  115.1
Oregon  deschutes  2006  2  52.3  26.6
Ohio  ross  2010  1  113.3  46.6
Minnesota  winona  2005  2  82.2  33.2
California  napa  2002  4  182.4  73.2
Indiana  benton  2007  1  21.8  9.7
New Hampshire  cheshire  2009  1  109.1  49.2
Pennsylvania  chester  2007  7  664.7  256.4
Kentucky  oldham  2008  1  322.2  110.5
Missouri  howell  2000  1  40.1  17.6
Minnesota  morrison  1999  2  28.2  12.3
North Carolina  franklin  2000  1  96.1  41.4
Illinois  morgan  1996  1  64.4  26.9
Indiana  knox  2009  1  74.5  33.0
Nebraska  keith  2000  1  8.4  4.9
New Mexico  san juan  2009  2  23.6  8.9
Ohio  hamilton  2002  2  1976.7  929.7
Florida  lee  2005  8  788.7  473.0
California  santa clara  1999  17  1303.6  448.9
Minnesota  lyon  2000  1  35.6  14.4
Oklahoma  comanche  2000  1  107.5  42.5
California  san diego  2009  67  735.8  276.9
California  sacramento  2003  21  1470.8  576.3
Texas  san patricio  2008  1  93.5  38.2
New York  albany  1998  3  562.7  248.3
California  madera  2009  2  70.6  23.0
Washington  whatcom  2010  5  95.5  43.0
Massachusetts  hampden  2001  3  751.0  311.4
Connecticut  new haven  2001  9  1426.7  598.8
Washington  chelan  1996  3  22.8  10.4
Pennsylvania  northumberland  2002  7  206.2  98.4
Wisconsin  sheboygan  2006  1  225.9  99.3
Ohio  highland  2003  2  78.8  35.0
North Dakota  golden valley  1996  1  1.9  1.0
Oregon  clackamas  2005  6  201.0  83.9
New Mexico  taos  2007  2  15.0  9.2
Michigan  clare  1998  1  55.1  39.2
Indiana  boone  2000  1  109.0  42.4
Pennsylvania  tioga  2008  1  37.0  18.8
Oregon  coos  1997  1  39.2  18.3
Texas  nacogdoches  2008  2  68.2  29.0
Washington  asotin  2009  2  34.0  15.5
Wisconsin  langlade  2000  1  23.8  12.8
Missouri  johnson  1995  1  58.1  22.7
Oregon  lincoln  2003  1  47.0  31.2
Alaska  fairbanks north star  2000  2  11.2  4.5
Vermont  chittenden  2006  2  291.7  122.5
California  san luis obispo  1995  2  74.7  31.0
Indiana  starke  2000  1  76.2  33.0
Texas  fort bend  1995  2  405.3  132.6
Texas  hunt  2008  2  102.5  43.7
North Carolina  bladen  2002  1  40.2  20.3
Minnesota  washington  2003  6  619.7  240.4
Illinois  sangamon  1994  1  217.6  98.4
Ohio  montgomery  2004  1  1159.5  552.0
Missouri  carter  2003  2  12.3  6.4
Idaho  idaho  1999  1  1.8  0.9
Colorado  gunnison  1998  1  4.3  2.8
Illinois  christian  2005  1  49.1  21.9
California  san bernardino  1995  14  85.2  30.0
Missouri  platte  2008  2  212.6  93.3
Tennessee  wilson  2009  1  199.7  79.8
Pennsylvania  berks  2007  4  480.4  192.4
Alabama  tuscaloosa  1996  1  124.5  53.9
South Carolina  aiken  2009  1  149.5  67.5
Mississippi  madison  2010  1  133.2  54.0
Texas  somervell  2010  2  45.5  19.7
Alaska  north slope  2009  1  0.1  0.0
North Dakota  cass  2006  3  84.9  38.5
Wisconsin  waukesha  2001  1  709.4  292.7
Michigan  wayne  2007  14  2974.4  1342.5
Tennessee  sullivan  2008  1  379.4  178.4
Maine  knox  2009  1  108.8  65.0
California  los angeles  1997  28  2344.2  805.5
Iowa  washington  2009  1  38.2  16.7
Kentucky  leslie  2005  1  28.2  13.2
New York  oswego  2003  1  128.3  56.3
Wyoming  laramie  2002  3  34.2  15.1
Indiana  gibson  2005  3  68.7  30.0
Maine  somerset  2002  4  13.3  7.8
Oklahoma  creek  1991  1  70.5  29.3
Michigan  van buren  1998  1  124.8  55.6
Nebraska  cherry  2007  1  1.0  0.5
Florida  broward  1991  1  1346.5  614.8
Kentucky  henderson  2007  2  105.9  46.5
Colorado  jefferson  2008  9  699.5  300.9
Wisconsin  la crosse  1997  2  236.6  96.0
Tennessee  sumner  2000  1  246.5  97.6
California  siskiyou  2004  2  7.2  3.8
Maryland  washington  2004  3  322.1  132.8
Colorado  adams  2010  1  378.2  139.7
Missouri  callaway  1999  3  48.6  19.3
Ohio  fairfield  2006  1  289.8  116.3
Kentucky  livingston  2006  2  30.4  15.4
Utah  davis  1998  1  784.9  243.4
Oregon  clatsop  1996  1  43.1  23.8
Florida  clay  2000  2  234.3  89.4
Nevada  clark  1993  1  173.9  70.8
Kansas  riley  2007  1  116.6  46.3
Virginia  chesterfield  1992  1  610.5  229.5
Pennsylvania  york  2010  3  481.1  197.6
Washington  klickitat  1997  1  10.2  4.6
Arkansas  craighead  2001  1  136.4  57.3
Florida  monroe  2010  2  74.3  53.7
Missouri  hickory  2009  1  24.1  17.1
New York  orange  2009  4  459.3  168.8
Tennessee  rutherford  2002  2  424.0  166.2
New York  wayne  1997  1  155.2  64.2
Indiana  elkhart  2000  1  394.1  150.5
California  lake  2008  1  51.5  28.2
West Virginia  raleigh  2007  1  130.3  59.4
South Carolina  greenwood  2009  1  153.2  68.3
Georgia  henry  2007  4  633.0  237.6
Texas  mason  2003  1  4.3  2.9
Texas  midland  1995  1  128.9  53.4
Virginia  fauquier  2003  1  100.7  39.5
Tennessee  grainger  2006  1  80.7  38.8
New Jersey  ocean  2001  3  917.0  442.2
Missouri  camden  2003  1  67.1  62.8
Arizona  pima  2008  30  106.7  48.0
Idaho  bonneville  1994  1  44.2  16.3
Indiana  allen  2006  2  540.6  231.5
Wisconsin  clark  2005  1  28.7  12.5
Mississippi  rankin  2010  1  182.6  72.8
Maryland  cecil  2008  1  292.0  118.7
Illinois  henry  2010  2  61.3  26.9
Kentucky  anderson  2007  1  106.1  45.2
Nevada  lyon  2001  1  26.0  11.3
Texas  medina  2007  1  34.7  13.6
Minnesota  dakota  2000  2  624.9  234.8
Colorado  summit  1998  1  38.7  39.8
New Jersey  cape may  1994  1  401.0  356.8
Ohio  franklin  1998  1  1980.1  872.5
Texas  washington  2001  1  55.8  25.7
Alabama  lee  2008  3  230.8  102.7
Mississippi  harrison  2009  4  326.0  148.4
Oklahoma  pawnee  2003  1  29.2  13.6
Ohio  clark  1999  2  362.0  152.7
Wyoming  fremont  2010  1  4.4  1.9
Pennsylvania  chester  2008  2  664.7  256.4
Indiana  lake  2000  1  975.0  392.4
Idaho  valley  1991  1  2.1  2.2
Texas  kerr  2003  1  45.0  21.6
Texas  bell  1993  1  224.6  87.6
California  san diego  2002  24  735.8  276.9
Wisconsin  monroe  1994  1  45.4  18.5
New Mexico  chaves  2003  1  10.8  4.4
Massachusetts  suffolk  2001  5  12415.6  5425.6
Kentucky  warren  2010  2  210.1  87.2
Idaho  ada  2010  6  372.8  151.5
Mississippi  forrest  2003  1  160.7  69.2
West Virginia  mingo  2008  1  63.4  30.0
New York  cayuga  2008  2  115.7  52.8
Texas  upton  2006  2  2.7  1.2
Ohio  clinton  2010  1  102.9  44.4
Florida  okeechobee  2001  1  52.0  24.1
California  butte  2002  2  134.4  58.6
Nebraska  sheridan  1993  1  2.5  1.2
New Jersey  cumberland  2005  3  324.4  115.4
Tennessee  sevier  2004  1  151.7  94.4
Texas  hays  2003  8  231.7  87.6
New York  saratoga  2003  4  271.1  121.8
Kansas  kingman  2005  1  9.1  4.4
Washington  grant  1999  4  27.9  10.8
Virginia  henrico  2009  1  1313.4  568.2
Ohio  mahoning  1998  1  620.2  269.1
California  san luis obispo  2000  10  74.7  31.0
Texas  tarrant  2008  20  2094.7  827.7
Arizona  coconino  2007  7  7.2  3.4
Vermont  windham  2002  1  56.7  37.9
Texas  fort bend  2002  18  679.5  228.7
Alabama  cullman  2005  3  109.4  50.4
Kansas  douglas  2004  5  243.1  102.5
Colorado  las animas  2003  1  3.2  1.7
Kansas  washington  1999  1  7.2  3.5
Florida  walton  2005  1  53.0  43.5
Kentucky  mercer  2004  1  85.7  40.0
Oklahoma  ottawa  2005  2  67.6  29.9
California  san bernardino  2002  21  101.5  34.9
New Jersey  salem  2009  1  199.1  82.6
Montana  chouteau  2009  1  1.5  0.7
Indiana  howard  2008  15  282.4  132.0
Georgia  butts  2006  1  128.3  50.7
Arkansas  searcy  2002  2  12.3  7.4
Pennsylvania  union  2006  1  142.2  53.8
Alaska  north slope  2002  1  0.1  0.0
Wisconsin  green  2001  1  63.1  27.2
Idaho  washington  2001  1  7.0  3.1
Tennessee  maury  2004  1  132.0  57.5
California  kern  1995  14  81.3  28.4
Wisconsin  polk  2009  2  48.4  26.5
Michigan  muskegon  1998  1  334.3  134.7
Tennessee  washington  1999  1  328.5  146.4
South Carolina  lexington  2005  1  375.4  163.0
New York  orleans  2001  1  109.6  47.1
South Dakota  davison  2005  1  44.8  20.3
Florida  osceola  2009  1  202.4  96.6
Texas  jefferson  2004  3  287.9  119.2
New York  dutchess  2009  6  373.9  149.1
Tennessee  williamson  2007  3  314.4  117.6
Georgia  bibb  1997  1  615.6  268.8
Ohio  ashland  1998  2  123.8  49.1
Oklahoma  creek  1998  4  70.5  29.3
Michigan  berrien  1994  1  284.5  128.6
Michigan  van buren  2001  1  125.5  60.6
Texas  collin  2002  11  930.0  357.8
New Jersey  middlesex  2000  3  2422.1  883.5
Nebraska  thomas  2007  1  0.9  0.6
Colorado  jefferson  2003  4  699.5  300.9
West Virginia  wood  2006  2  237.4  109.8
Colorado  el paso  2001  6  292.6  118.9
Texas  briscoe  1999  1  2.0  1.1
Illinois  tazewell  2008  2  208.6  88.6
Alabama  butler  2010  1  27.0  12.8
North Carolina  johnston  2007  2  213.4  85.5
Colorado  adams  2001  1  378.2  139.7
Michigan  antrim  2001  2  49.6  37.5
Utah  davis  2009  1  1025.8  326.6
Indiana  pulaski  2004  1  30.9  14.0
West Virginia  marion  2008  1  182.7  85.7
North Carolina  onslow  2004  1  233.1  89.4
Texas  randall  1996  1  114.1  47.3
Georgia  white  2002  2  112.8  66.7
Virginia  chesterfield  2001  1  747.1  289.5
Arizona  navajo  1991  1  9.8  4.8
New York  orange  2000  7  418.2  150.4
California  lake  1999  2  46.4  25.9
West Virginia  logan  2003  1  81.0  36.9
Florida  brevard  2005  22  535.0  265.7
Connecticut  middlesex  2008  3  448.6  202.6
Michigan  allegan  2009  3  135.0  59.9
Minnesota  ramsey  2006  4  3341.6  1426.9
Florida  palm beach  2003  9  670.2  337.4
Oklahoma  bryan  2002  1  46.9  21.7
Utah  iron  2001  1  14.0  6.0
North Carolina  wayne  2005  1  221.7  95.7
New Jersey  ocean  2008  4  917.0  442.2
Delaware  sussex  2004  2  210.6  131.4
Texas  comal  1996  1  139.0  58.3
Arkansas  stone  2001  1  20.4  11.1
Arizona  la paz  2007  1  4.6  3.6
Arkansas  hempstead  2009  1  31.1  14.3
Missouri  webster  2007  2  61.1  24.3
Mississippi  rankin  2003  1  182.6  72.8
Rhode Island  kent  2001  1  985.9  437.3
Colorado  weld  2000  2  45.3  16.6
New Jersey  cape may  2003  3  386.9  391.0
Colorado  routt  2000  1  8.3  4.7
Michigan  washtenaw  2001  2  488.4  209.0
California  nevada  2005  3  103.1  54.9
California  tulare  2005  6  91.7  29.4
Massachusetts  worcester  2002  6  528.6  216.3
